article,highlights
"Translate phoneme to English sentence: ['AH', 'N', 'D', 'SIL', 'IH', 'T', 'S', 'SIL', 'G', 'OW', 'IH', 'NG', 'SIL', 'T', 'UW', 'SIL', 'G', 'OW', 'SIL', 'T', 'UW', 'SIL', 'DH', 'AH', 'SIL', 'HH', 'AY', 'AH', 'S', 'T', 'SIL', 'B', 'IH', 'L', 'D', 'SIL']",And it's going to go to the highest bidder
"Translate phoneme to English sentence: ['AH', 'N', 'D', 'SIL', 'IH', 'T', 'S', 'SIL', 'G', 'OW', 'IH', 'NG', 'SIL', 'T', 'UW', 'SIL', 'G', 'OW', 'SIL', 'T', 'UW', 'SIL', 'DH', 'AH', 'SIL', 'HH', 'AY', 'AH', 'S', 'T', 'SIL', 'B', 'IH', 'D', 'ER', 'SIL']",And it's going to go to the highest bidder
"Translate phoneme to English sentence: ['AY', 'SIL', 'G', 'EH', 'S', 'SIL', 'HH', 'IY', 'Z', 'SIL', 'L', 'IY', 'V', 'IH', 'NG', 'SIL']",I guess he's leaving
"Translate phoneme to English sentence: ['AY', 'SIL', 'G', 'EH', 'S', 'SIL', 'HH', 'IY', 'Z', 'SIL', 'L', 'IY', 'V', 'IH', 'NG', 'SIL']",I guess he's leaving
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'AO', 'L', 'W', 'EY', 'Z', 'SIL', 'HH', 'AE', 'D', 'SIL', 'HH', 'AO', 'R', 'S', 'AH', 'Z', 'SIL']",We always had horses
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'AO', 'L', 'W', 'EY', 'Z', 'SIL', 'HH', 'AE', 'D', 'SIL', 'HH', 'AO', 'R', 'S', 'AH', 'Z', 'SIL']",We always had horses
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'S', 'P', 'EH', 'N', 'D', 'SIL', 'S', 'OW', 'SIL', 'M', 'AH', 'CH', 'SIL', 'T', 'AY', 'M', 'SIL', 'W', 'IH', 'DH', 'SIL', 'AW', 'ER', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'Z', 'SIL']",We spend so much time with our families
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'S', 'P', 'EH', 'N', 'D', 'SIL', 'S', 'OW', 'SIL', 'M', 'AH', 'CH', 'SIL', 'T', 'AY', 'M', 'SIL', 'W', 'IH', 'DH', 'SIL', 'AW', 'ER', 'SIL', 'F', 'AE', 'M', 'AH', 'L', 'IY', 'Z', 'SIL']",We spend so much time with our families
"Translate phoneme to English sentence: ['AY', 'SIL', 'N', 'OW', 'SIL', 'IH', 'T', 'S', 'SIL', 'OW', 'L', 'D', 'ER', 'SIL', 'DH', 'AE', 'N', 'SIL', 'DH', 'AH', 'SIL', 'R', 'IY', 'Z', 'AH', 'N', 'SIL']",I know it's older than the Regency
"Translate phoneme to English sentence: ['AY', 'SIL', 'N', 'OW', 'SIL', 'IH', 'T', 'S', 'SIL', 'OW', 'L', 'D', 'ER', 'SIL', 'DH', 'AE', 'N', 'SIL', 'DH', 'AH', 'SIL', 'R', 'IY', 'JH', 'AH', 'N', 'S', 'IY', 'SIL']",I know it's older than the Regency
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'AH', 'DH', 'ER', 'SIL', 'K', 'EY', 'S', 'SIL', 'W', 'AA', 'Z', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'T', 'R', 'AE', 'F', 'IH', 'K', 'SIL']",The other case was just traffic
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'AH', 'DH', 'ER', 'SIL', 'K', 'EY', 'S', 'SIL', 'W', 'AA', 'Z', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'T', 'R', 'AE', 'F', 'IH', 'K', 'SIL']",The other case was just traffic
"Translate phoneme to English sentence: ['K', 'W', 'AY', 'T', 'SIL', 'AH', 'SIL', 'B', 'IH', 'T', 'SIL', 'M', 'AO', 'R', 'SIL', 'T', 'AE', 'K', 'S', 'AH', 'Z', 'SIL']",Quite a bit more taxes
"Translate phoneme to English sentence: ['K', 'W', 'AY', 'T', 'SIL', 'AH', 'SIL', 'B', 'IH', 'T', 'SIL', 'M', 'AO', 'R', 'SIL', 'T', 'AE', 'K', 'S', 'AH', 'Z', 'SIL']",Quite a bit more taxes
"Translate phoneme to English sentence: ['AY', 'M', 'SIL', 'ER', 'IH', 'JH', 'AH', 'N', 'AH', 'L', 'IY', 'SIL', 'F', 'R', 'AH', 'M', 'SIL', 'K', 'AA', 'L', 'ER', 'D', 'OW', 'SIL']",I'm originally from Colorado
"Translate phoneme to English sentence: ['AY', 'M', 'SIL', 'ER', 'IH', 'JH', 'AH', 'N', 'AH', 'L', 'IY', 'SIL', 'F', 'R', 'AH', 'M', 'SIL', 'K', 'AA', 'L', 'ER', 'AA', 'D', 'OW', 'SIL']",I'm originally from Colorado
"Translate phoneme to English sentence: ['AY', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'D', 'OW', 'N', 'T', 'SIL', 'AH', 'N', 'D', 'ER', 'S', 'T', 'AE', 'K', 'S', 'SIL', 'DH', 'AE', 'T', 'SIL']",I just don't understand that
"Translate phoneme to English sentence: ['AY', 'SIL', 'JH', 'AH', 'S', 'T', 'SIL', 'D', 'OW', 'N', 'T', 'SIL', 'AH', 'N', 'D', 'ER', 'S', 'T', 'AE', 'N', 'D', 'SIL', 'DH', 'AE', 'T', 'SIL']",I just don't understand that
"Translate phoneme to English sentence: ['AY', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'AA', 'K', 'S', 'AH', 'M', 'Z', 'SIL', 'M', 'EY', 'K', 'SIL', 'AH', 'SIL', 'T', 'AH', 'N', 'SIL', 'AH', 'V', 'SIL', 'M', 'AH', 'N', 'IY', 'SIL']",I think hospitals make a ton of money
"Translate phoneme to English sentence: ['AY', 'SIL', 'TH', 'IH', 'NG', 'K', 'SIL', 'HH', 'AA', 'S', 'P', 'IH', 'T', 'AH', 'L', 'Z', 'SIL', 'M', 'EY', 'K', 'SIL', 'AH', 'SIL', 'T', 'AH', 'N', 'SIL', 'AH', 'V', 'SIL', 'M', 'AH', 'N', 'IY', 'SIL']",I think hospitals make a ton of money
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'S', 'T', 'AH', 'K', 'SIL', 'T', 'UW', 'SIL', 'W', 'AO', 'T', 'ER', 'SIL', 'ER', 'AA', 'B', 'IH', 'K', 'S', 'SIL']",I have stuck to water aerobics
"Translate phoneme to English sentence: ['AY', 'SIL', 'HH', 'AE', 'V', 'SIL', 'S', 'T', 'AH', 'K', 'SIL', 'T', 'UW', 'SIL', 'W', 'AO', 'T', 'ER', 'SIL', 'ER', 'OW', 'B', 'IH', 'K', 'S', 'SIL']",I have stuck to water aerobics
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'AA', 'R', 'SIL', 'Y', 'UW', 'SIL', 'T', 'AO', 'K', 'IH', 'NG', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL']",What are you talking about
"Translate phoneme to English sentence: ['W', 'AH', 'T', 'SIL', 'AA', 'R', 'SIL', 'Y', 'UW', 'SIL', 'T', 'AO', 'K', 'IH', 'NG', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL']",What are you talking about
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'N', 'IY', 'D', 'Z', 'SIL', 'T', 'UW', 'SIL', 'B', 'IY', 'SIL', 'AH', 'SIL', 'B', 'R', 'IH', 'JH', 'SIL']",There really needs to be a bridge
"Translate phoneme to English sentence: ['DH', 'EH', 'R', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'N', 'IY', 'D', 'Z', 'SIL', 'T', 'UW', 'SIL', 'B', 'IY', 'SIL', 'AH', 'SIL', 'B', 'R', 'IH', 'JH', 'SIL']",There really needs to be a bridge
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'F', 'AO', 'R', 'SIL', 'HH', 'EH', 'M', 'SIL', 'R', 'EH', 'S', 'IH', 'K', 'AH', 'L', 'Z', 'SIL', 'AH', 'N', 'D', 'SIL', 'G', 'EH', 'T', 'S', 'SIL']",It's for homosexuals and gays
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'F', 'AO', 'R', 'SIL', 'HH', 'OW', 'M', 'OW', 'S', 'EH', 'K', 'SH', 'UW', 'AH', 'L', 'Z', 'SIL', 'AH', 'N', 'D', 'SIL', 'G', 'EY', 'Z', 'SIL']",It's for homosexuals and gays
"Translate phoneme to English sentence: ['B', 'AH', 'T', 'SIL', 'Y', 'UW', 'SIL', 'G', 'AA', 'T', 'SIL', 'T', 'UW', 'SIL', 'L', 'AY', 'K', 'SIL', 'W', 'IY', 'N', 'SIL', 'AO', 'L', 'S', 'OW', 'SIL']",But you got to like Queen also
"Translate phoneme to English sentence: ['B', 'AH', 'T', 'SIL', 'Y', 'UW', 'SIL', 'G', 'AA', 'T', 'SIL', 'T', 'UW', 'SIL', 'L', 'AY', 'K', 'SIL', 'K', 'W', 'IY', 'N', 'SIL', 'AO', 'L', 'S', 'OW', 'SIL']",But you got to like Queen also
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'T', 'R', 'AY', 'SIL', 'T', 'UW', 'SIL', 'S', 'P', 'EH', 'N', 'D', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'T', 'AY', 'M', 'SIL', 'AA', 'N', 'SIL', 'DH', 'AH', 'SIL', 'W', 'IY', 'K', 'EH', 'N', 'D', 'SIL']",We try to spend a lot of time on the weekend
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'T', 'R', 'AY', 'SIL', 'T', 'UW', 'SIL', 'S', 'P', 'EH', 'N', 'D', 'SIL', 'AH', 'SIL', 'L', 'AA', 'T', 'SIL', 'AH', 'V', 'SIL', 'T', 'AY', 'M', 'SIL', 'AA', 'N', 'SIL', 'DH', 'AH', 'SIL', 'W', 'IY', 'K', 'EH', 'N', 'D', 'SIL']",We try to spend a lot of time on the weekend
"Translate phoneme to English sentence: ['AH', 'N', 'D', 'ER', 'SIL', 'S', 'K', 'UW', 'L', 'SIL']",Undergraduate school
"Translate phoneme to English sentence: ['AH', 'N', 'D', 'ER', 'G', 'R', 'AE', 'JH', 'AH', 'W', 'AH', 'T', 'SIL', 'S', 'K', 'UW', 'L', 'SIL']",Undergraduate school
"Translate phoneme to English sentence: ['IH', 'F', 'SIL', 'AY', 'SIL', 'G', 'AA', 'T', 'SIL', 'AH', 'SIL', 'CH', 'EH', 'N', 'D', 'Z', 'SIL', 'T', 'UW', 'SIL', 'S', 'IH', 'T', 'SIL', 'D', 'AW', 'N', 'SIL', 'AE', 'T', 'SIL', 'M', 'AY', 'SIL', 'T', 'AY', 'M', 'ER', 'SIL']",If I got a chance to sit down at my typewriter
"Translate phoneme to English sentence: ['IH', 'F', 'SIL', 'AY', 'SIL', 'G', 'AA', 'T', 'SIL', 'AH', 'SIL', 'CH', 'AE', 'N', 'S', 'SIL', 'T', 'UW', 'SIL', 'S', 'IH', 'T', 'SIL', 'D', 'AW', 'N', 'SIL', 'AE', 'T', 'SIL', 'M', 'AY', 'SIL', 'T', 'AY', 'P', 'R', 'AY', 'T', 'ER', 'SIL']",If I got a chance to sit down at my typewriter
"Translate phoneme to English sentence: ['AH', 'K', 'EY', 'SIL', 'S', 'AO', 'SIL', 'AY', 'SIL', 'G', 'R', 'UW', 'SIL', 'AH', 'P', 'SIL', 'IH', 'N', 'SIL', 'W', 'EH', 'S', 'T', 'SIL', 'JH', 'AH', 'K', 'AH', 'L', 'SIL']",Okay so I grew up in West Chicago Illinois
"Translate phoneme to English sentence: ['OW', 'K', 'EY', 'SIL', 'S', 'OW', 'SIL', 'AY', 'SIL', 'G', 'R', 'UW', 'SIL', 'AH', 'P', 'SIL', 'IH', 'N', 'SIL', 'W', 'EH', 'S', 'T', 'SIL', 'SH', 'AH', 'K', 'AA', 'G', 'OW', 'SIL', 'IH', 'L', 'AH', 'N', 'OY', 'SIL']",Okay so I grew up in West Chicago Illinois
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'G', 'AA', 'T', 'SIL', 'AE', 'N', 'SIL', 'AO', 'F', 'AH', 'S', 'SIL', 'D', 'AW', 'N', 'SIL', 'HH', 'IY', 'R', 'SIL']",It's got an office down here
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'G', 'AA', 'T', 'SIL', 'AE', 'N', 'SIL', 'AO', 'F', 'AH', 'S', 'SIL', 'D', 'AW', 'N', 'SIL', 'HH', 'IY', 'R', 'SIL']",It's got an office down here
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'AE', 'T', 'SIL', 'IH', 'T', 'SIL', 'W', 'IH', 'L', 'SIL', 'B', 'IY', 'SIL']",We hope that it will be
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'HH', 'OW', 'P', 'SIL', 'DH', 'AE', 'T', 'SIL', 'IH', 'T', 'SIL', 'W', 'IH', 'L', 'SIL', 'B', 'IY', 'SIL']",We hope that it will be
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'ER', 'K', 'SIL', 'AW', 'T', 'SIL', 'AH', 'V', 'SIL', 'M', 'AY', 'SIL', 'HH', 'OW', 'M', 'SIL']",I work out of my home
"Translate phoneme to English sentence: ['AY', 'SIL', 'W', 'ER', 'K', 'SIL', 'AW', 'T', 'SIL', 'AH', 'V', 'SIL', 'M', 'AY', 'SIL', 'HH', 'OW', 'M', 'SIL']",I work out of my home
"Translate phoneme to English sentence: ['AH', 'N', 'D', 'SIL', 'DH', 'EH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'N', 'AA', 'T', 'SIL', 'W', 'AH', 'N', 'SIL', 'D', 'AE', 'N', 'SIL', 'IH', 'Z', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'M', 'ER', 'IY', 'N', 'Z', 'SIL']",And then the next one down is in the Marines
"Translate phoneme to English sentence: ['AH', 'N', 'D', 'SIL', 'DH', 'EH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'N', 'EH', 'K', 'S', 'T', 'SIL', 'W', 'AH', 'N', 'SIL', 'D', 'AW', 'N', 'SIL', 'IH', 'Z', 'SIL', 'IH', 'N', 'SIL', 'DH', 'AH', 'SIL', 'M', 'ER', 'IY', 'N', 'Z', 'SIL']",And then the next one down is in the Marines
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'T', 'R', 'AE', 'V', 'AH', 'L', 'D', 'SIL', 'IH', 'N', 'SIL', 'Y', 'UH', 'R', 'AH', 'P', 'SIL', 'F', 'AO', 'R', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'AH', 'SIL', 'W', 'IY', 'K', 'SIL']",We traveled in Europe for about a week
"Translate phoneme to English sentence: ['W', 'IY', 'SIL', 'T', 'R', 'AE', 'V', 'AH', 'L', 'D', 'SIL', 'IH', 'N', 'SIL', 'Y', 'UH', 'R', 'AH', 'P', 'SIL', 'F', 'AO', 'R', 'SIL', 'AH', 'B', 'AW', 'T', 'SIL', 'AH', 'SIL', 'W', 'IY', 'K', 'SIL']",We traveled in Europe for about a week
"Translate phoneme to English sentence: ['W', 'EH', 'L', 'SIL', 'AY', 'SIL', 'F', 'IY', 'L', 'SIL', 'IH', 'N', 'SIL', 'L', 'AH', 'V', 'SIL', 'W', 'IH', 'DH', 'SIL', 'DH', 'IH', 'S', 'SIL']",Well I fell in love with this
"Translate phoneme to English sentence: ['W', 'EH', 'L', 'SIL', 'AY', 'SIL', 'F', 'EH', 'L', 'SIL', 'IH', 'N', 'SIL', 'L', 'AH', 'V', 'SIL', 'W', 'IH', 'DH', 'SIL', 'DH', 'IH', 'S', 'SIL']",Well I fell in love with this
"Translate phoneme to English sentence: ['AY', 'SIL', 'R', 'EH', 'D', 'SIL', 'DH', 'OW', 'Z', 'SIL', 'L', 'IH', 'T', 'AH', 'L', 'SIL', 'S', 'AH', 'M', 'Z', 'SIL', 'DH', 'AE', 'T', 'SIL', 'K', 'AH', 'M', 'SIL', 'IH', 'N', 'SIL', 'Y', 'AO', 'R', 'SIL', 'M', 'EY', 'L', 'SIL']",I read those little slips that come in your mail
"Translate phoneme to English sentence: ['AY', 'SIL', 'R', 'EH', 'D', 'SIL', 'DH', 'OW', 'Z', 'SIL', 'L', 'IH', 'T', 'AH', 'L', 'SIL', 'S', 'L', 'IH', 'P', 'S', 'SIL', 'DH', 'AE', 'T', 'SIL', 'K', 'AH', 'M', 'SIL', 'IH', 'N', 'SIL', 'Y', 'AO', 'R', 'SIL', 'M', 'EY', 'L', 'SIL']",I read those little slips that come in your mail
"Translate phoneme to English sentence: ['HH', 'IY', 'Z', 'SIL', 'T', 'EH', 'L', 'IH', 'NG', 'SIL', 'M', 'IY', 'SIL', 'T', 'UW', 'SIL', 'S', 'T', 'AA', 'R', 'T', 'SIL', 'DH', 'AH', 'SIL', 'T', 'R', 'IY', 'L', 'SIL']",He's telling me to start the grill
"Translate phoneme to English sentence: ['HH', 'IY', 'Z', 'SIL', 'T', 'EH', 'L', 'IH', 'NG', 'SIL', 'M', 'IY', 'SIL', 'T', 'UW', 'SIL', 'S', 'T', 'AA', 'R', 'T', 'SIL', 'DH', 'AH', 'SIL', 'G', 'R', 'IH', 'L', 'SIL']",He's telling me to start the grill
"Translate phoneme to English sentence: ['Y', 'UH', 'R', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'K', 'AH', 'N', 'S', 'IH', 'V', 'AH', 'N', 'SIL']",You're very conservative
"Translate phoneme to English sentence: ['Y', 'UH', 'R', 'SIL', 'V', 'EH', 'R', 'IY', 'SIL', 'K', 'AH', 'N', 'S', 'ER', 'V', 'AH', 'T', 'IH', 'V', 'SIL']",You're very conservative
"Translate phoneme to English sentence: ['AH', 'N', 'D', 'SIL', 'DH', 'IH', 'S', 'SIL', 'AH', 'DH', 'ER', 'SIL', 'G', 'ER', 'L', 'SIL', 'W', 'AA', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL', 'CH', 'OY', 'F', 'AH', 'L', 'SIL']",And this other girl was not joyful
"Translate phoneme to English sentence: ['AH', 'N', 'D', 'SIL', 'DH', 'IH', 'S', 'SIL', 'AH', 'DH', 'ER', 'SIL', 'G', 'ER', 'L', 'SIL', 'W', 'AA', 'Z', 'SIL', 'N', 'AA', 'T', 'SIL', 'JH', 'OY', 'F', 'AH', 'L', 'SIL']",And this other girl was not joyful
"Translate phoneme to English sentence: ['AO', 'R', 'SIL', 'IH', 'V', 'IH', 'R', 'IY', 'EY', 'T', 'SIL', 'AH', 'SIL', 'P', 'ER', 'S', 'AH', 'N', 'SIL', 'B', 'AY', 'SIL', 'DH', 'AE', 'T', 'SIL']",Or evaluate a person by that
"Translate phoneme to English sentence: ['AO', 'R', 'SIL', 'IH', 'V', 'AE', 'L', 'Y', 'UW', 'EY', 'T', 'SIL', 'AH', 'SIL', 'P', 'ER', 'S', 'AH', 'N', 'SIL', 'B', 'AY', 'SIL', 'DH', 'AE', 'T', 'SIL']",Or evaluate a person by that
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'R', 'IY', 'L', 'SIL', 'EH', 'N', 'JH', 'OY', 'SIL']",It's real enjoyable
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'R', 'IY', 'L', 'SIL', 'EH', 'N', 'JH', 'OY', 'AH', 'B', 'AH', 'L', 'SIL']",It's real enjoyable
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'AH', 'SIL', 'T', 'R', 'AE', 'JH', 'IH', 'K', 'SIL', 'IH', 'K', 'S', 'P', 'IH', 'R', 'IY', 'AH', 'N', 'S', 'SIL', 'F', 'AO', 'R', 'SIL', 'AE', 'S', 'T', 'SIL', 'T', 'UW', 'SIL']",That was a tragic experience for us too
"Translate phoneme to English sentence: ['DH', 'AE', 'T', 'SIL', 'W', 'AA', 'Z', 'SIL', 'AH', 'SIL', 'T', 'R', 'AE', 'JH', 'IH', 'K', 'SIL', 'IH', 'K', 'S', 'P', 'IH', 'R', 'IY', 'AH', 'N', 'S', 'SIL', 'F', 'AO', 'R', 'SIL', 'AH', 'S', 'SIL', 'T', 'UW', 'SIL']",That was a tragic experience for us too
"Translate phoneme to English sentence: ['AE', 'N', 'SIL', 'AH', 'P', 'AH', 'L', 'IY', 'SIL', 'T', 'UW', 'SIL', 'S', 'IY', 'SIL', 'DH', 'AE', 'T', 'SIL']",An opportunity to see that
"Translate phoneme to English sentence: ['AE', 'N', 'SIL', 'AA', 'P', 'ER', 'T', 'UW', 'N', 'AH', 'T', 'IY', 'SIL', 'T', 'UW', 'SIL', 'S', 'IY', 'SIL', 'DH', 'AE', 'T', 'SIL']",An opportunity to see that
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'S', 'IY', 'M', 'Z', 'SIL', 'L', 'AY', 'K', 'SIL', 'HH', 'IY', 'SIL', 'W', 'AH', 'N', 'SIL', 'D', 'IH', 'V', 'EH', 'L', 'V', 'SIL', 'P', 'R', 'AY', 'D', 'SIL']",It seems like he would develop pride
"Translate phoneme to English sentence: ['IH', 'T', 'SIL', 'S', 'IY', 'M', 'Z', 'SIL', 'L', 'AY', 'K', 'SIL', 'HH', 'IY', 'SIL', 'W', 'UH', 'D', 'SIL', 'D', 'IH', 'V', 'EH', 'L', 'AH', 'P', 'SIL', 'P', 'R', 'AY', 'D', 'SIL']",It seems like he would develop pride
"Translate phoneme to English sentence: ['IH', 'F', 'SIL', 'AY', 'V', 'SIL', 'G', 'AA', 'T', 'SIL', 'T', 'AY', 'M', 'SIL']",If I've got time
"Translate phoneme to English sentence: ['IH', 'F', 'SIL', 'AY', 'V', 'SIL', 'G', 'AA', 'T', 'SIL', 'T', 'AY', 'M', 'SIL']",If I've got time
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'L', 'AE', 'S', 'T', 'SIL', 'P', 'R', 'EH', 'S', 'IH', 'ZH', 'AH', 'L', 'SIL']",The last presidential election
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'L', 'AE', 'S', 'T', 'SIL', 'P', 'R', 'EH', 'Z', 'IH', 'D', 'EH', 'N', 'SH', 'AH', 'L', 'SIL', 'IH', 'L', 'EH', 'K', 'SH', 'AH', 'N', 'SIL']",The last presidential election
"Translate phoneme to English sentence: ['W', 'ER', 'K', 'SIL', 'F', 'AO', 'R', 'SIL', 'AH', 'N', 'AH', 'DH', 'ER', 'SIL', 'S', 'K', 'UW', 'L', 'SIL', 'T', 'UW', 'SIL', 'B', 'IY', 'SIL', 'B', 'IH', 'L', 'T', 'SIL']",Work for another school to be built
"Translate phoneme to English sentence: ['W', 'ER', 'K', 'SIL', 'F', 'AO', 'R', 'SIL', 'AH', 'N', 'AH', 'DH', 'ER', 'SIL', 'S', 'K', 'UW', 'L', 'SIL', 'T', 'UW', 'SIL', 'B', 'IY', 'SIL', 'B', 'IH', 'L', 'T', 'SIL']",Work for another school to be built
"Translate phoneme to English sentence: ['AE', 'N', 'SIL', 'AH', 'M', 'EH', 'R', 'IH', 'N', 'SIL', 'R', 'OW', 'S', 'ER', 'SIL', 'N', 'AO', 'R', 'SIL']",An American grocery store now
"Translate phoneme to English sentence: ['AE', 'N', 'SIL', 'AH', 'M', 'EH', 'R', 'IH', 'K', 'AH', 'N', 'SIL', 'G', 'R', 'OW', 'S', 'ER', 'IY', 'SIL', 'S', 'T', 'AO', 'R', 'SIL', 'N', 'AW', 'SIL']",An American grocery store now
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'L', 'OW', 'S', 'T', 'SIL', 'T', 'UW', 'SIL', 'F', 'IH', 'L', 'AH', 'F', 'IY', 'SIL', 'AH', 'N', 'D', 'SIL', 'P', 'L', 'OW', 'N', 'AH', 'M', 'SIL']",It's close to Philadelphia and Baltimore
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'K', 'L', 'OW', 'S', 'SIL', 'T', 'UW', 'SIL', 'F', 'IH', 'L', 'AH', 'D', 'EH', 'L', 'F', 'IY', 'AH', 'SIL', 'AH', 'N', 'D', 'SIL', 'B', 'AO', 'L', 'T', 'AH', 'M', 'AO', 'R', 'SIL']",It's close to Philadelphia and Baltimore
"Translate phoneme to English sentence: ['F', 'Y', 'UW', 'CH', 'ER', 'SIL', 'V', 'ER', 'ZH', 'AH', 'N', 'Z', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'EH', 'N', 'D', 'AH', 'N', 'T', 'SIL']",Future versions of the headset
"Translate phoneme to English sentence: ['F', 'Y', 'UW', 'CH', 'ER', 'SIL', 'V', 'ER', 'ZH', 'AH', 'N', 'Z', 'SIL', 'AH', 'V', 'SIL', 'DH', 'AH', 'SIL', 'HH', 'EH', 'D', 'S', 'EH', 'T', 'SIL']",Future versions of the headset
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'EH', 'N', 'D', 'AH', 'S', 'T', 'IH', 'S', 'T', 'SIL', 'AO', 'R', 'SIL', 'S', 'AH', 'M', 'TH', 'IH', 'NG', 'SIL']",The individual incidence or something
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'IH', 'N', 'D', 'AH', 'V', 'IH', 'JH', 'AH', 'W', 'AH', 'L', 'SIL', 'IH', 'N', 'S', 'AH', 'D', 'AH', 'N', 'S', 'SIL', 'AO', 'R', 'SIL', 'S', 'AH', 'M', 'TH', 'IH', 'NG', 'SIL']",The individual incidence or something
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'P', 'R', 'IH', 'T', 'IY', 'SIL', 'G', 'UH', 'D', 'SIL']",It's really pretty good
"Translate phoneme to English sentence: ['IH', 'T', 'S', 'SIL', 'R', 'IH', 'L', 'IY', 'SIL', 'P', 'R', 'IH', 'T', 'IY', 'SIL', 'G', 'UH', 'D', 'SIL']",It's really pretty good
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'S', 'IH', 'K', 'S', 'SIL', 'B', 'R', 'Z', 'SIL', 'D', 'AW', 'N', 'SIL', 'DH', 'EH', 'R', 'SIL']",The oyster bars down there
"Translate phoneme to English sentence: ['DH', 'AH', 'SIL', 'OY', 'S', 'T', 'ER', 'SIL', 'B', 'AA', 'R', 'Z', 'SIL', 'D', 'AW', 'N', 'SIL', 'DH', 'EH', 'R', 'SIL']",The oyster bars down there
"Translate phoneme to English sentence: ['M', 'EH', 'N', 'IY', 'SIL', 'N', 'AA', 'T', 'SIL', 'DH', 'AE', 'T', 'SIL', 'L', 'AO', 'NG', 'SIL', 'AH', 'G', 'OW', 'SIL']",Maybe not that long ago
"Translate phoneme to English sentence: ['M', 'EY', 'B', 'IY', 'SIL', 'N', 'AA', 'T', 'SIL', 'DH', 'AE', 'T', 'SIL', 'L', 'AO', 'NG', 'SIL', 'AH', 'G', 'OW', 'SIL']",Maybe not that long ago
"Translate phoneme to English sentence: ['P', 'L', 'IY', 'Z', 'SIL', 'D', 'UW', 'SIL', 'N', 'AA', 'T', 'SIL', 'B', 'IY', 'SIL', 'IH', 'V', 'AH', 'N', 'T', 'SIL']",Please do not be involved
"Translate phoneme to English sentence: ['P', 'L', 'IY', 'Z', 'SIL', 'D', 'UW', 'SIL', 'N', 'AA', 'T', 'SIL', 'B', 'IY', 'SIL', 'IH', 'N', 'V', 'AA', 'L', 'V', 'D', 'SIL']",Please do not be involved
